t,price_raw,price_reg,reg_term,energy,time,lamE,lamT,E_eff,T_eff,energy_prev,time_prev,E_eff_prev,T_eff_prev,residE_prev,residT_prev,residE,residT,violE,violT,csE,csT,dx1
155,5.322718477101897,5.322719408169874,9.310679773281012e-07,10.903054559892313,4.292926871327686,0.3855700647324103,0.8653654019717905,10.578355097098616,4.298048102957686,10.884394723078799,4.292915344840852,10.568889954027064,4.2982068480540825,0.31550476905173497,-0.005291503213230797,0.32469946279369744,-0.005121231629999556,0.32469946279369744,0.0,0.12519439288794476,0.004431736668085213,0.013983351122164958
156,5.315661976727831,5.31566290913796,9.32410129395127e-07,10.919409123276065,4.292795376547279,0.39206405398828426,0.8652629773391904,10.588096080982426,4.297894466008786,10.903054559892313,4.292926871327686,10.578355097098616,4.298048102957686,0.32469946279369744,-0.005121231629999556,0.33131304229363856,-0.005099089461507056,0.33131304229363856,0.0,0.1298959345008358,0.004412053329182484,0.01239741731728657
157,5.309753938133022,5.309754871688745,9.335557233777546e-07,10.933391082820588,4.292516618294681,0.398690314834157,0.8651609955499603,10.598035472251235,4.29774149332494,10.919409123276065,4.292795376547279,10.588096080982426,4.297894466008786,0.33131304229363856,-0.005099089461507056,0.33535561056935315,-0.005224875030259035,0.33535561056935315,0.0,0.13370303395929636,0.004520358082803036,0.010765227910257216
158,5.305017800486097,5.305018734981016,9.344949188584967e-07,10.944952054841128,4.292087568161137,0.4053974270455441,0.8650564980493551,10.608096140568316,4.2975847470740325,10.933391082820588,4.292516618294681,10.598035472251235,4.29774149332494,0.33535561056935315,-0.005224875030259035,0.33685591427281203,-0.005497178912895251,0.33685591427281203,0.0,0.13656052093127238,0.004755370339539927,0.009099779148419262
159,5.301467839285165,5.301468774505591,9.352204265454795e-07,10.954062528388713,4.291506406869438,0.41213454533100036,0.8649465544710973,10.6182018179965,4.297419831706646,10.944952054841128,4.292087568161137,10.608096140568316,4.2975847470740325,0.33685591427281203,-0.005497178912895251,0.3358607103922129,-0.005913424837208581,0.3358607103922129,0.0,0.13841980117204145,0.005114796438067371,0.007414016452059613
160,5.299109268726761,5.299110204454348,9.357275874068388e-07,10.960711654344223,4.290772510810407,0.4188517595388446,0.8648282859743531,10.628277639308267,4.29724242896153,10.954062528388713,4.291506406869438,10.6182018179965,4.297419831706646,0.3358607103922129,-0.005913424837208581,0.3324340150359557,-0.0064699181511231885,0.3324340150359557,0.0,0.1392405721283728,0.005595368225030223,0.005720740525534399
161,5.297941389332524,5.297942325346923,9.360143981553676e-07,10.964916847800566,4.289889624939695,0.42550043983956376,0.8646988876113306,10.638250659759345,4.297048331416995,10.960711654344223,4.290772510810407,10.628277639308267,4.29724242896153,0.3324340150359557,-0.0064699181511231885,0.32666618804122116,-0.007158706477300214,0.32666618804122116,0.0,0.13899660669225325,0.006190125527657522,0.004034668579556603
162,5.297945859114235,5.29794679519574,9.360815051098288e-07,10.966683419478189,4.288853023769699,0.4320337636003882,0.8645557134817846,10.648050645400582,4.296833570222677,10.964916847800566,4.289889624939695,10.638250659759345,4.297048331416995,0.32666618804122116,-0.007158706477300214,0.3186327740776065,-0.007980546452978743,0.3186327740776065,0.0,0.13766011659118055,0.0068996270326295624,0.00414628870099004
163,5.299104974950995,5.299105910883105,9.359321099608737e-07,10.966063878118717,4.287668704543794,0.43840641908194034,0.864396102552725,10.657609628622911,4.296594153829087,10.966683419478189,4.288853023769699,10.648050645400582,4.296833570222677,0.3186327740776065,-0.007980546452978743,0.30845424949580647,-0.008925449285293041,0.30845424949580647,0.0,0.1352283229720639,0.00771512357573931,0.0047370879222651
164,5.301389969372731,5.301390904944613,9.355718824275115e-07,10.963117354219289,4.28634052637356,0.4445755040718565,0.8642175935670192,10.666863256107785,4.296326390350529,10.966063878118717,4.287668704543794,10.657609628622911,4.296594153829087,0.30845424949580647,-0.008925449285293041,0.29625409811150405,-0.009985863976969434,0.29625409811150405,0.0,0.13170731500127514,0.008629959335864109,0.005312446797145
165,5.30476443253804,5.304765367546838,9.350087980093978e-07,10.957918734704958,4.284873360397694,0.45050058603408655,0.8640178762874798,10.67575087905113,4.29602681443122,10.963117354219289,4.28634052637356,10.666863256107785,4.296326390350529,0.29625409811150405,-0.009985863976969434,0.28216785565382807,-0.011153454033525634,0.28216785565382807,0.0,0.12711678433203108,0.009636783667316844,0.005868328266582076
166,5.309184748527314,5.309185682780263,9.342529489045667e-07,10.950557743058456,4.283273027391236,0.4561439431471631,0.8637948072068093,10.684215914720745,4.2956922108102145,10.957918734704958,4.284873360397694,10.67575087905113,4.29602681443122,0.28216785565382807,-0.011153454033525634,0.26634182833771014,-0.012419183418978186,0.26634182833771014,0.0,0.12149021180298793,0.010727626147062266,0.006880814948617736
167,5.314600579608006,5.31460151292433,9.333163245244175e-07,10.94113794746085,4.281546234954202,0.4614707797139173,0.8635464235384298,10.692206169570875,4.295319635307645,10.950557743058456,4.283273027391236,10.684215914720745,4.2956922108102145,0.26634182833771014,-0.012419183418978186,0.24893177788997534,-0.013773400353442433,0.24893177788997534,0.0,0.1148747416384586,0.011893970615178159,0.008163082712576548
168,5.320953093682249,5.320954025894812,9.322125634834717e-07,10.92976779044871,4.279697997984491,0.4664494152717168,0.8632709555313609,10.699674122907576,4.294906433297042,10.94113794746085,4.281546234954202,10.692206169570875,4.295319635307645,0.24893177788997534,-0.013773400353442433,0.23009366754113358,-0.015208435312550783,0.23009366754113358,0.0,0.10732705668228656,0.013129000484402607,0.009373882513893086
169,5.328184895703352,5.328185826660053,9.309567011536894e-07,10.916591492387148,4.277741769103715,0.4710512886225395,0.8629667868251099,10.706576932933809,4.294450180237664,10.92976779044871,4.279697997984491,10.699674122907576,4.294906433297042,0.23009366754113358,-0.015208435312550783,0.2100145594533398,-0.016708411133949497,0.2100145594533398,0.0,0.09892762885999064,0.014418803869217288,0.010500606747667698
170,5.336226237729745,5.336227167294641,9.295648958525308e-07,10.901739176205105,4.275683830805171,0.47525157981160626,0.8626326186024309,10.71287736971741,4.293948927903646,10.916591492387148,4.277741769103715,10.706576932933809,4.294450180237664,0.2100145594533398,-0.016708411133949497,0.18886180648769546,-0.01826509709847457,0.18886180648769546,0.0,0.08975687189935114,0.015756068539084782,0.01154203465872745
171,5.345005425193971,5.345006353248108,9.280541365134189e-07,10.885358391950952,4.273533704954037,0.47902881594136015,0.8622673166604614,10.71854322391204,4.293400974990692,10.901739176205105,4.275683830805171,10.71287736971741,4.293948927903646,0.18886180648769546,-0.01826509709847457,0.16681516803891228,-0.019867270036654894,0.16681516803891228,0.0,0.07990927242673918,0.0171308976238752,0.01249064379119558
172,5.354446938703332,5.354447865145304,9.264419721236154e-07,10.867604568568055,4.2713014171986154,0.4823651193021384,0.8618699712597283,10.723547678953208,4.292804956889593,10.885358391950952,4.273533704954037,10.71854322391204,4.293400974990692,0.16681516803891228,-0.019867270036654894,0.14405688961484664,-0.02150353969097729,0.14405688961484664,0.0,0.06948801874536048,0.018533255135445025,0.013341487162081367
173,5.364472075061355,5.364472999807595,9.247462404021538e-07,10.848639693918752,4.268997412214935,0.4852462570944353,0.8614399004659088,10.727869385641654,4.292159850698863,10.867604568568055,4.2713014171986154,10.723547678953208,4.292804956889593,0.14405688961484664,-0.02150353969097729,0.12077030827709834,-0.023162438483928405,0.12077030827709834,0.0,0.05860334005960307,0.019953048702143022,0.014090447250090416
174,5.374999597169875,5.375000520154684,9.229848086735347e-07,10.828630976587329,4.26663246779348,0.4876616632599773,0.8609766516962303,10.731492494889967,4.291464977544345,10.848639693918752,4.268997412214935,10.727869385641654,4.292159850698863,0.12077030827709834,-0.023162438483928405,0.09713848169736217,-0.024832509750865484,0.09713848169736217,0.0,0.04737071355108449,0.021380211098514155,0.01473424746533706
175,5.385946387825492,5.385947309000824,9.211753317129431e-07,10.80774949965792,4.264217608406796,0.4896044328939245,0.860480001501213,10.734406649340887,4.2907200022518195,10.828630976587329,4.26663246779348,10.731492494889967,4.291464977544345,0.09713848169736217,-0.024832509750865484,0.07334285031703303,-0.026502393845023065,0.07334285031703303,0.0,0.035908984636294945,0.022804779895551183,0.015270457193767769
176,5.397228102522127,5.397229021857157,9.193350306362877e-07,10.786168876541007,4.26176401890732,0.49107128990026516,0.8599499536243125,10.736606934850398,4.289924930436468,10.80774949965792,4.264217608406796,10.734406649340887,4.2907200022518195,0.07334285031703303,-0.026502393845023065,0.04956194169060879,-0.02816091152914879,0.04956194169060879,0.0,0.02433844663596899,0.02421697456350987,0.01569749051244715
177,5.40875981648789,5.408760733968386,9.174804961357767e-07,10.764063918673134,4.259282958986667,0.49206252873407735,0.8593867353937295,10.738093793101116,4.289080103090594,10.786168876541007,4.26176401890732,10.736606934850398,4.289924930436468,0.04956194169060879,-0.02816091152914879,0.02597012557201772,-0.02979714410392731,0.02597012557201772,0.0,0.012778925660508568,0.025607270395530603,0.016014598729957967
178,5.42045666133505,5.420457576962569,9.156275185435515e-07,10.741609324604866,4.256785679007811,0.4925819312455177,0.8587907925116509,10.738872896868276,4.288186188767476,10.764063918673134,4.259282958986667,10.738093793101116,4.289080103090594,0.02597012557201772,-0.02979714410392731,0.002736427736589775,-0.03140050975966524,0.002736427736589775,0.0,0.001347914859203192,0.02696646866177274,0.01622185694663717
179,5.432234446882673,5.432235360673619,9.13790946367169e-07,10.718978399619154,4.254283337797489,0.4926366598002495,0.8581627823164576,10.738954989700375,4.2872441734746864,10.741609324604866,4.256785679007811,10.738872896868276,4.288186188767476,0.002736427736589775,-0.03140050975966524,-0.01997659008122099,-0.032960835677197764,0.0,0.0,0.009841200611811504,0.028285762452219594,0.01632014486881537
180,5.444010263921159,5.444011175905733,9.119845741061193e-07,10.69634181459162,4.251786922958652,0.49223712799862507,0.8575035656029136,10.738355691997938,4.286255348404371,10.718978399619154,4.254283337797489,10.738954989700375,4.2872441734746864,-0.01997659008122099,-0.032960835677197764,-0.04201387740631901,-0.03446842544571904,0.0,0.0,0.020680790350572794,0.029556797720422277,0.01631112214819746
181,5.455703063936909,5.455703974157968,9.102210593512375e-07,10.673866412355636,4.249307174243202,0.4913968504504987,0.8568141970939992,10.737095275675749,4.285221295640999,10.69634181459162,4.251786922958652,10.738355691997938,4.286255348404371,-0.04201387740631901,-0.03446842544571904,-0.0632288633201128,-0.035914121397796706,0.0,0.0,0.03107046429306849,0.0307717290897896,0.01619719855203824
182,5.46723421201118,5.467235120523048,9.085118684101105e-07,10.651714069112717,4.246854510432558,0.4901322731840964,0.8560959146660433,10.735198409776144,4.284143871999065,10.673866412355636,4.249307174243202,10.737095275675749,4.285221295640999,-0.0632288633201128,-0.035914121397796706,-0.08348434066342669,-0.03728936156650686,0.0,0.0,0.04091836966464082,0.031923270097591494,0.01598149929636072
183,5.478528009493246,5.478528916360495,9.068672490102797e-07,10.630040618166865,4.244438960235867,0.4884625863708279,0.8553501274347132,10.732693879556242,4.28302519115207,10.651714069112717,4.246854510432558,10.735198409776144,4.284143871999065,-0.08348434066342669,-0.03728936156650686,-0.1026532613893778,-0.03858623091620217,0.0,0.0,0.05014227755765613,0.03300473753139879,0.015667825917917485
184,5.4895121833216525,5.489513088617881,9.052962280243161e-07,10.608994842538,4.242070097639728,0.48640952114304037,0.8545784028163891,10.72961428171456,4.281867604224583,10.630040618166865,4.244438960235867,10.732693879556242,4.28302519115207,-0.1026532613893778,-0.03858623091620217,-0.12061943917656137,-0.039797506584855036,0.0,0.0,0.0586704436504133,0.03401008961336014,0.015260613055994365
185,5.500118339060431,5.500119242867062,9.038066316492679e-07,10.588717542030881,4.239756982005614,0.48399713235950914,0.853782452684692,10.725995698539263,4.280673679027037,10.608994842538,4.242070097639728,10.72961428171456,4.281867604224583,-0.12061943917656137,-0.039797506584855036,-0.1372781565083816,-0.040916697021423865,0.0,0.0,0.06644223408565658,0.034933957938707697,0.014764881568423727
186,5.5102823752133485,5.510283277618473,9.024051250671124e-07,10.569340680113436,4.237508103305215,0.48125156922934154,0.8529641187442635,10.721877353844013,4.2794461781163955,10.588717542030881,4.239756982005614,10.725995698539263,4.280673679027037,-0.1372781565083816,-0.040916697021423865,-0.15253667373057667,-0.04193807481118039,0.0,0.0,0.0734085135978641,0.03577167302314948,0.01418618840322928
187,5.519944856634156,5.519945757731424,9.010972683186888e-07,10.550986615015564,4.235331332765798,0.47820083575473,0.8521253572480398,10.717301253632096,4.278188035872059,10.569340680113436,4.237508103305215,10.721877353844013,4.2794461781163955,-0.15253667373057667,-0.04193807481118039,-0.16631463861653195,-0.042856703106260774,0.0,0.0,0.07953179918467147,0.03651928344489564,0.013530573668310938
188,5.529051345217181,5.529052245104766,8.998875849432375e-07,10.533767418786692,4.233233879165817,0.47487454298239934,0.8512682231859147,10.7123118144736,4.276902334778872,10.550986615015564,4.235331332765798,10.717301253632096,4.278188035872059,-0.16631463861653195,-0.042856703106260774,-0.17854439568690772,-0.0436684556130551,0.0,0.0,0.08478618830388898,0.0371735686189984,0.012804505351530751
189,5.537552686407362,5.537553585187002,8.987796398682655e-07,10.517784287320055,4.231222250974065,0.4713036550686612,0.8503948540736536,10.706955482602991,4.27559228111048,10.533767418786692,4.233233879165817,10.7123118144736,4.276902334778872,-0.17854439568690772,-0.0436684556130551,-0.18917119528293647,-0.04437003013641494,0.0,0.0,0.08915707577055543,0.037732045303100196,0.01201482215035216
190,5.5454052504264775,5.5454061482026,8.977761230755809e-07,10.503127043615075,4.229302224478314,0.46752023116300245,0.8495074534709253,10.701280346744504,4.274261180206388,10.517784287320055,4.231222250974065,10.706955482602991,4.27559228111048,-0.18917119528293647,-0.04437003013641494,-0.1981533031294287,-0.044958955728073846,0.0,0.0,0.092640678084783,0.03819296799126808,0.011168674873751429
191,5.552571213750467,5.552572110629408,8.968789415372607e-07,10.489873843553301,4.227478878860896,0.4635571651004139,0.8486082743563638,10.69533574765062,4.272912411534546,10.503127043615075,4.229302224478314,10.701280346744504,4.274261180206388,-0.1981533031294287,-0.044958955728073846,-0.20546190409731935,-0.045433532673650134,0.0,0.0,0.09524333779948647,0.03855527176009971,0.010273464827368772
192,5.559018335481812,5.559019231571098,8.960892854847293e-07,10.478090502306706,4.225756344635199,0.4594479270184675,0.8476996037028908,10.689171890527701,4.271549405554336,10.489873843553301,4.227478878860896,10.69533574765062,4.272912411534546,-0.20546190409731935,-0.045433532673650134,-0.21108138822099498,-0.04579306091913704,0.0,0.0,0.09698090625031651,0.0388187595934948,0.009336747766213509
193,5.56472066215098,5.564721557558712,8.954077323689069e-07,10.467830729513931,4.224138119868171,0.45522629925404756,0.846783742484508,10.682839448881072,4.270175613726762,10.478090502306706,4.225756344635199,10.689171890527701,4.271549405554336,-0.21108138822099498,-0.04579306091913704,-0.21500871936714105,-0.04603749385859057,0.0,0.0,0.09787762362485569,0.03898380134418488,0.008366343314649062
194,5.569658151497719,5.569659046332032,8.94834313414903e-07,10.45913579194373,4.2226268553383814,0.45092612486670475,0.8458629926073362,10.676389187300057,4.268794488911004,10.467830729513931,4.224138119868171,10.682839448881072,4.270175613726762,-0.21500871936714105,-0.04603749385859057,-0.2172533953563267,-0.046167633572622435,0.0,0.0,0.09796523168216255,0.039051492695337336,0.007370003423471806
195,5.57381679881386,5.573817693182443,8.94368583015364e-07,10.452034526744463,4.221224402325294,0.4465810569595782,0.8449396399358837,10.669871585439367,4.267409459903826,10.45913579194373,4.2226268553383814,10.676389187300057,4.268794488911004,-0.2172533953563267,-0.046167633572622435,-0.21783705869490433,-0.04618505757853164,0.0,0.0,0.09728190391693606,0.039023585920822584,0.00635554252397357
196,5.577188603255964,5.577189497265642,8.940096777716576e-07,10.44654341149153,4.219931816711696,0.44222431578568017,0.8440159387843131,10.66333647367852,4.26602390817647,10.452034526744463,4.221224402325294,10.669871585439367,4.267409459903826,-0.21783705869490433,-0.04618505757853164,-0.2167930621869889,-0.04609209146477333,0.0,0.0,0.09587116359272357,0.03890245984817309,0.005330731086633884
197,5.579771490558737,5.579772384315102,8.937563651578003e-07,10.442666723181226,4.218749369299938,0.43788845454194036,0.8430940969550177,10.65683268181291,4.264641145432527,10.44654341149153,4.219931816711696,10.66333647367852,4.26602390817647,-0.2167930621869889,-0.04609209146477333,-0.21416595863168375,-0.045891776132588546,0.0,0.0,0.09378080064072113,0.03869108555616658,0.004729790531792217
198,5.58156919400272,5.581570087609801,8.93607081284929e-07,10.440396783241436,4.217676561595209,0.43360513536930667,0.8421762614323659,10.65040770305396,4.263264392148549,10.442666723181226,4.218749369299938,10.65683268181291,4.264641145432527,-0.21416595863168375,-0.045891776132588546,-0.2100109198125235,-0.04558783055333926,0.0,0.0,0.09106181331434186,0.03839298870222344,0.00429122990614398
199,5.582591095441356,5.582591989001314,8.935599576959401e-07,10.439714284792359,4.2167121468669375,0.4294049169730562,0.8412645048212991,10.644107375459583,4.261896757231948,10.440396783241436,4.217676561595209,10.65040770305396,4.263264392148549,-0.2100109198125235,-0.04558783055333926,-0.20439309066722444,-0.04518461036501087,0.0,0.0,0.08776739812782586,0.03801220886426421,0.003857656600216814
200,5.582852028454471,5.582852922067309,8.93612837569112e-07,10.440588697886811,4.215854156219866,0.42531705515971174,0.8403608126139989,10.637975582739568,4.260541218920999,10.439714284792359,4.2167121468669375,10.644107375459583,4.261896757231948,-0.20439309066722444,-0.04518461036501087,-0.19738688485275624,-0.044687062701132874,0.0,0.0,0.08395200859272339,0.03755325632485674,0.0034319589241136646
201,5.582372045931908,5.58237293969519,8.937632821186921e-07,10.442978747987631,4.215099929369835,0.4213693174626566,0.8394670713599762,10.632053976193985,4.259200607039965,10.440588697886811,4.215854156219866,10.637975582739568,4.260541218920999,-0.19738688485275624,-0.044687062701132874,-0.18907522820635414,-0.04410067767013004,0.0,0.0,0.07967049985840748,0.03702106672873436,0.0030169024422633745
202,5.581176154599849,5.581177048608417,8.940085683396239e-07,10.446832962509182,4.214446149791867,0.41758781289852953,0.8385850578065737,10.626381719347794,4.25787758670986,10.442978747987631,4.215099929369835,10.632053976193985,4.259200607039965,-0.18907522820635414,-0.04410067767013004,-0.17954875683861182,-0.04343143691799334,0.0,0.0,0.07497737267688581,0.036420954038498,0.0035444418049041856
203,5.5792940191881515,5.579294913533831,8.943456795444744e-07,10.452090279867218,4.213888883883566,0.4139968377617573,0.8377164290682138,10.620995256642637,4.25657464360232,10.446832962509182,4.214446149791867,10.626381719347794,4.25787758670986,-0.17954875683861182,-0.04343143691799334,-0.16890497677541916,-0.04268575971875421,0.0,0.0,0.06992612626724659,0.03575856220365858,0.004500255511664216
204,5.576759639098832,5.576760533870122,8.947712903763963e-07,10.45868071514829,4.213423623765571,0.4106187382262489,0.8368627138738387,10.615928107339373,4.255294070810758,10.452090279867218,4.213888883883566,10.620995256642637,4.25657464360232,-0.16890497677541916,-0.04268575971875421,-0.15724739219108308,-0.04187044704518694,0.0,0.0,0.06456872577087064,0.035039815945346,0.005408088395402192
205,5.573611000572995,5.573611895854743,8.952817481483153e-07,10.466526076227447,4.21304533332252,0.4074737903824272,0.8360253049329349,10.61121068557364,4.254037957399403,10.45868071514829,4.213423623765571,10.615928107339373,4.255294070810758,-0.15724739219108308,-0.04187044704518694,-0.14468460934619287,-0.040992624076882755,0.0,0.0,0.05895518618029396,0.03427087104387708,0.00626231328217451
206,5.569889707465479,5.569890603338531,8.958730524534009e-07,10.475540723932346,4.212748497073246,0.40458009819550333,0.8352054524513972,10.606870147293256,4.252808178677096,10.466526076227447,4.21304533332252,10.61121068557364,4.254037957399403,-0.14468460934619287,-0.040992624076882755,-0.1313294233609099,-0.040059681603850095,0.0,0.0,0.053133270999315765,0.03345806449900253,0.007057824251094278
207,5.565640593823222,5.565641490364057,8.965408350153429e-07,10.485632369673455,4.212527171447446,0.40195350972828514,0.8344042588193202,10.602930264592427,4.25160638822898,10.475540723932346,4.212748497073246,10.606870147293256,4.252808178677096,-0.1313294233609099,-0.040059681603850095,-0.11729789491897158,-0.03907921678153414,0.0,0.0,0.04714830054642021,0.032607864913835535,0.007790062327436982
208,5.560911321524513,5.560912218804854,8.972803417014623e-07,10.496702903834056,4.212375038037957,0.3996075518299057,0.8336226744836895,10.599411327744859,4.250434011725535,10.485632369673455,4.212527171447446,10.602930264592427,4.25160638822898,-0.11729789491897158,-0.03907921678153414,-0.10270842391080315,-0.03805897368757716,0.0,0.0,0.0410430618313042,0.03172682343354244,0.008455036576866495
209,5.555751966272223,5.555752864358642,8.980864185113788e-07,10.508649248139644,4.212285458393,0.39755338335168966,0.832861495009938,10.596330075027534,4.2492922425149064,10.496702903834056,4.212375038037957,10.599411327744859,4.250434011725535,-0.10270842391080315,-0.03805897368757716,-0.08768082688789036,-0.03700678412190683,0.0,0.0,0.034857809384354614,0.03082152554928136,0.00904934055004547
210,5.550214595245045,5.5502154941985475,8.989535031850213e-07,10.521364225204072,4.212251529911361,0.39579976681393186,0.8321213593274999,10.593699650220898,4.248182038991249,10.508649248139644,4.212285458393,10.596330075027534,4.2492922425149064,-0.08768082688789036,-0.03700678412190683,-0.072335425016826,-0.03593050907988804,0.0,0.0,0.02863034435404638,0.029898544056885513,0.009570164062218547
211,5.544352756468603,5.5443536563442315,8.99875628179264e-07,10.534737492628198,4.212266120905717,0.39435305831359535,0.8314027491459021,10.591529587470394,4.247104123718853,10.521364225204072,4.212251529911361,10.593699650220898,4.248182038991249,-0.072335425016826,-0.03593050907988804,-0.05679209484219605,-0.03483800281313609,0.0,0.0,0.022396136289055776,0.028964411313594018,0.010015377632850266
212,5.538221361237544,5.538222262083959,9.008464154887356e-07,10.548656286304881,4.212322018186934,0.39321721641675145,0.8307059890896393,10.589825824625127,4.246058983634459,10.534737492628198,4.212266120905717,10.591529587470394,4.247104123718853,-0.05679209484219605,-0.03483800281313609,-0.04116953832024528,-0.0337369654475248,0.0,0.0,0.01618857125944963,0.028025499250969078,0.01038319800469691
213,5.531875820022764,5.531876721881867,9.018591029840876e-07,10.5630063992604,4.212411840540597,0.39239382565034653,0.8300312497806889,10.58859073847552,4.245046874671033,10.548656286304881,4.212322018186934,10.589825824625127,4.246058983634459,-0.04116953832024528,-0.0337369654475248,-0.025584339215120266,-0.032635034130436225,0.0,0.0,0.010039136741357226,0.027088098165921417,0.010672762387367972
214,5.525371890268202,5.52537279317477,9.029065678625782e-07,10.577673060305544,4.212528194558802,0.3918821388660441,0.8293785490980802,10.587823208299067,4.2440678236471205,10.5630063992604,4.212411840540597,10.58859073847552,4.245046874671033,-0.025584339215120266,-0.032635034130436225,-0.010150147993522651,-0.031539629088318755,0.0,0.0,0.003977661705508543,0.026158291812361414,0.010883641791741947
215,5.518765197400711,5.518766101382073,9.039813614231662e-07,10.592541771097013,4.212663703708995,0.39167913590617365,0.8287477565163138,10.58751870385926,4.243121634774471,10.577673060305544,4.212528194558802,10.587823208299067,4.2440678236471205,-0.010150147993522651,-0.031539629088318755,0.005023067237752699,-0.030457931065475563,0.005023067237752699,0.0,0.0019674306352815874,0.025241942038641413,0.0110160239694353
216,5.512110829421792,5.512111734497546,9.05075754184104e-07,10.607499140790061,4.212811061982278,0.3917795972509287,0.8281385978950043,10.587669395876393,4.2422078968425065,10.592541771097013,4.212663703708995,10.58751870385926,4.243121634774471,0.005023067237752699,-0.030457931065475563,0.01982974491366818,-0.02939683486022826,0.01982974491366818,0.0,0.007768889475865571,0.024344653603700417,0.011070669022273506
217,5.505462944659362,5.505463850841152,9.061817902992929e-07,10.622433693716136,4.212963085822912,0.3921761921492021,0.8275506611977997,10.588264288223803,4.2413259917967,10.607499140790061,4.212811061982278,10.587669395876393,4.2422078968425065,0.01982974491366818,-0.02939683486022826,0.03416940549233338,-0.02836290597378799,0.03416940549233338,0.0,0.013400427333985337,0.023471741592099273,0.011048890854788402
218,5.4988743951595564,5.498875302450907,9.072913505384443e-07,10.637236644479254,4.213112763911622,0.39285958025904877,0.826983403078324,10.589289370388574,4.240475104617486,10.622433693716136,4.212963085822912,10.588264288223803,4.2413259917967,0.03416940549233338,-0.02836290597378799,0.04794727409067967,-0.02736234070586452,0.04794727409067967,0.0,0.018836545973829978,0.02262820163312439,0.0109525349826536
219,5.492396368320067,5.49239727671629,9.083962228198358e-07,10.65180263605123,4.213253304647394,0.39381852574086235,0.8264361562642066,10.590727788611293,4.23965423439631,10.637236644479254,4.213112763911622,10.589289370388574,4.240475104617486,0.04794727409067967,-0.02736234070586452,0.06107484743993652,-0.026400929748915836,0.06107484743993652,0.0,0.024052406378643882,0.02181868290349535,0.010783952942094024
220,5.486078048797295,5.486078958285474,9.0948817904246e-07,10.666030435767613,4.213378180875386,0.3950400226896611,0.8259081376692283,10.592560034034491,4.238862206503843,10.65180263605123,4.213253304647394,10.590727788611293,4.23965423439631,0.06107484743993652,-0.026400929748915836,0.0734704017331218,-0.025484025628456308,0.0734704017331218,0.0,0.029023749167670955,0.021047464147113237,0.010545973558217854
221,5.479966302800513,5.479967213359569,9.105590567625518e-07,10.679823585310663,4.213481171668395,0.39650943072432354,0.8253984571566592,10.594764146086485,4.238097685734989,10.666030435767613,4.213378180875386,10.592560034034491,4.238862206503843,0.0734704017331218,-0.025484025628456308,0.08505943922417813,-0.02461651406659371,0.08505943922417813,0.0,0.03372686982450907,0.020318432731141645,0.010241871363252629
222,5.474105386567997,5.474106298168841,9.116008441030765e-07,10.69309100090706,4.213556400909596,0.3982106195088071,0.8249061268753273,10.59731592926321,4.237359190312991,10.679823585310663,4.213481171668395,10.594764146086485,4.238097685734989,0.08505943922417813,-0.02461651406659371,0.09577507164384969,-0.023802789403394975,0.09577507164384969,0.0,0.03813865061279777,0.01963506681558363,0.009875332455131211
223,5.468536680617502,5.468537593223268,9.126057661767017e-07,10.705747520459113,4.213598372465406,0.4001261209416841,0.8244300710872594,10.600189181412526,4.236645106630889,10.69309100090706,4.213556400909596,10.59731592926321,4.237359190312991,0.09577507164384969,-0.023802789403394975,0.10555833904658662,-0.023046734165482974,0.10555833904658662,0.0,0.04223664873575782,0.0190004206863783,0.009450418107324221
224,5.4632984511386,5.463299364704971,9.135663712448102e-07,10.717714394793369,4.213602001767412,0.4022372877226158,0.8239691364039498,10.603355931583923,4.235953704605924,10.705747520459113,4.213598372465406,10.600189181412526,4.236645106630889,0.10555833904658662,-0.023046734165482974,0.1143584632094452,-0.02235170283851229,0.1143584632094452,0.0,0.045999238069493784,0.018417113285006684,0.00897152644785297
225,5.458425639663975,5.45842655413959,9.14475614827528e-07,10.728919720685274,4.213562643652898,0.4045244569868047,0.8235221023471795,10.606786685480207,4.235283153520769,10.717714394793369,4.213602001767412,10.603355931583923,4.235953704605924,0.1143584632094452,-0.02235170283851229,0.12213303520506713,-0.021720509867871662,0.12213303520506713,0.0,0.049405799746480086,0.017887319950442328,0.008443352532683013
226,5.453950632930221,5.453951548257156,9.153269348153446e-07,10.739301967952484,4.213477124504168,0.40696711769090604,0.823087692149822,10.61045067653636,4.234631538224733,10.728919720685274,4.213562643652898,10.606786685480207,4.235283153520769,0.12213303520506713,-0.021720509867871662,0.12885129141612417,-0.02115441372056459,0.12885129141612417,0.0,0.05243823867837104,0.01741193756804204,0.007871497245703877
227,5.4498994008490245,5.449900316963367,9.161143429397187e-07,10.748797862399277,4.213339807189337,0.4095441435192285,0.8226646038754107,10.614316215278842,4.233996905813116,10.739301967952484,4.213477124504168,10.61045067653636,4.234631538224733,0.12885129141612417,-0.02115441372056459,0.13448164712043464,-0.02065709862377929,0.13448164712043464,0.0,0.055076170988993534,0.016993863856546682,0.007259188819247078
228,5.446296801431732,5.446297718264204,9.168324725678618e-07,10.757360945774304,4.21314841193364,0.4122337764616372,0.8222514619029352,10.618350664692455,4.233377192854403,10.748797862399277,4.213339807189337,10.614316215278842,4.233996905813116,0.13448164712043464,-0.02065709862377929,0.13901028108184832,-0.02022878092076219,0.13901028108184832,0.0,0.05730473313736402,0.016633144684610916,0.0066136649057376585
